label,text
Genuine,cbo say raise minimum wage hour half million people would lose job
Genuine,mccain opposed ethanol he
Fake,say patient option act republican plan completely repeal obamacare take federal bureaucrat decision
Fake,light rail reduce congestion
Fake,say gov scott walker budget includes tax break corporation rich cost state wisconsin taxpayer billion next decade
Genuine,gay man survived orlando hate crime still show work fl tomorrow bos fire simply gay
Genuine,former president george w bush administration population period grew percent number job nation grew percent
Fake,say president barack obama granted waiver allowing united state refugee provided material support terrorist
Fake,cant put gun rack chevrolet volt
Genuine,say president obamas proposed oil tax would cost consumer cent gallon
Fake,district columbia trying dowith handgun ban protect toddler gun
Fake,put forward add penny debt
Fake,strong bipartisan majority house representative voted defund obamacare
Fake,amniocentesis fact result often country abortion
Fake,say hillary clinton wanted wall
Genuine,say texas republican nominee get percent latino vote average
Fake,monthly police fire protection fee wisconsin phone bill nothing support police fire
Fake,youre one million american already health insurance keep health insurance
Fake,due flaw outer continental shelf deep water royalty relief act numerous oil company drilling gulf mexico federal land paying royalty federal government
Genuine,obama never held single senate hearing afghanistan
Genuine,gov palin somebody actually doesnt believe climate change manmade
Genuine,committed public financing obama committed public financing
Fake,say rus feingold senator vote homeland security
Fake,say history suggests sport quickly subsume lot attention span country presidential primary
Fake,minnesota advantage economic growth republican charge least one part government two year wisconsin democrat many year controlled legislative chamber governorship
Genuine,really highest corporate tax rate world
Fake,barack obama hillary clinton negotiating united nation treaty ban use firearm
Genuine,one betatested healthcaregov
Fake,four member rhode island general assembly went vote told already voted
Genuine,house representative never passed resolution disapproval condemn member behavior
Genuine,governor who vetoed measure like increasing minimum wage restoring earned income tax cut
Fake,hank johnson voted legislation help first responder teacher vet troop
Genuine,united state borrowing cent every dollar spend
Fake,list voter north carolina republican tried purge twothirds black democratic
Fake,fight social security noisy demonstration outside event opponent disruptive crowd booed line didnt like
Fake,oil company havent touched million acre already right drill
Fake,overwhelming democrat republican vote legislation two special session job demonstrated bipartisan nature wisconsin legislature
Fake,obamas justicedesignate sotomayor threw new firefighter lawsuit sneaky unsigned opinion judicial equivalent talk hand
